,Unnamed: 0,AdText,Category,Platform
236,444,"Pete Buttigieg 2020 | Vote for Pete Today, Feb. 29 | Official Campaign WebsiteAd peteforamerica.com It’s time to turn the page on the broken politics we've come to expect from Washington. Read our plans to fix the economy, tackle climate change, and finally stop endless war.",political,Google
237,445,"Pete Buttigieg 2020 | Vote for Pete Today, Feb. 29th | Read Pete's PlansAd peteforamerica.com Still deciding who to vote for? Pete Buttigieg believes it's time to turn the page. Read his plans to fix the economy, tackle climate change, and finally stop endless war.",political,Google
238,447,"Pete Buttigieg 2020 | Vote for Pete Today, Feb. 29th | Official Campaign WebsiteAd peteforamerica.com It’s time to turn the page on the broken politics we've come to expect from Washington. Pete can beat Donald Trump and unite the country around our shared values. Learn more.",political,Google
239,448,"Pete Buttigieg 2020 | Pete for South Carolina | Learn MoreAd peteforamerica.com Still deciding who to vote for? Pete Buttigieg can turn the page on our broken politics. Read his plans to fix the economy, tackle climate change, and finally stop endless war.",political,Google
240,449,"Pete Buttigieg 2020 | Vote for Pete Today, Feb. 29th | Learn MoreAd peteforamerica.com Still deciding who to vote for? Pete Buttigieg can turn the page on our the broken politics.",political,Google
241,450,"Pete Buttigieg 2020 | Vote for Pete Today, Feb. 29th | Official Campaign WebsiteAd peteforamerica.com It’s time to turn the page on the broken politics we've come to expect from Washington. Pete Buttigieg can defeat Donald Trump and unite this country.",political,Google
242,452,"Pete Buttigieg 2020 | Vote for Pete Today, 2/29 | Find Your Polling PlaceAd peteforamerica.com Confirm where to vote for Pete Buttigieg on February 29th. It’s time to turn the page on the broken politics we've come to expect from Washington.",political,Google
243,453,Pete Buttigieg 2020 | Find Out Where to Vote Today | Official Campaign WebsiteAd peteforamerica.com Voting for Pete Buttigieg on 2/29? Find out where to vote and let's turn the page on our broken politics together.,political,Google
244,454,"Pete Buttigieg 2020 | Confirm Your Voting Location | Official Campaign WebsiteAd peteforamerica.com Voting for Pete Buttigieg? Find out where to go cast your vote today, 2/29. It’s time to turn the page on the broken politics we've come to expect from Washington.",political,Google
245,455,"Pete Buttigieg 2020 | Vote for Pete Today, 2/29 | Polling Place Lookup ToolAd peteforamerica.com Confirm where to vote for Pete Buttigieg on February 29th. It’s time to turn the page on the broken politics we've come to expect from Washington.",political,Google
246,456,"Pete Buttigieg 2020 | Vote for Pete Today, 2/29 | Find Your Polling PlaceAd peteforamerica.com Confirm where to vote for Pete Buttigieg on February 29th. Together we can turn the page on the broken politics we've come to expect from Washington.",political,Google
247,457,"Pete Buttigieg 2020 | Pete for South Carolina | Learn MoreAd peteforamerica.com Still deciding who to vote for? Pete Buttigieg believes it's time to turn the page. Read his plans to fix the economy, tackle climate change, and finally stop endless war.",political,Google
248,458,Pete Buttigieg 2020 | Find Your Polling Place | Official Campaign WebsiteAd peteforamerica.com Voting for Pete Buttigieg? Find out where to go cast your vote on February 29th. It’s time to turn the page on the broken politics we've come to expect from Washington.,political,Google
249,459,Pete Buttigieg 2020 | Find Your Polling Place | Official Campaign WebsiteAd peteforamerica.com Confirm where to vote for Pete Buttigieg on February 29th It’s time to turn the page on the broken politics we've come to expect from Washington.,political,Google
250,460,Pete Buttigieg 2020 | Learn About Pete's Plans | Official Campaign WebsiteAd peteforamerica.com We need solutions big enough to help unify our country and meet this moment. Read about Pete's plans to make health care more affordable and combat climate change.,political,Google
251,462,Pete Buttigieg for President | Read Pete's Plans | Official Campaign WebsiteAd peteforamerica.com We can have vision without division. Learn about our bold plans to unite everyone around our shared values.,political,Google
252,463,Pete Buttigieg for President | Learn About Pete's Vision | Official Campaign WebsiteAd peteforamerica.com Our future depends on us uniting to change the trajectory of this country—right now. Learn more about Pete Buttigieg and his bold plans to meet this moment.,political,Google
253,465,Pete Buttigieg 2020 | Find Out Where to Vote Feb. 29 | Official Campaign WebsiteAd peteforamerica.com Voting for Pete Buttigieg? Find out where to go cast your vote on February 29th. It’s time to turn the page on the broken politics we've come to expect from Washington.,political,Google
254,466,"Pete Buttigieg 2020 | Vote for Pete on February 29th | Official Campaign WebsiteAd peteforamerica.com It’s time to turn the page on the broken politics we've come to expect from Washington. Read our plans to fix the economy, tackle climate change, and finally stop endless war.",political,Google
255,467,Pete Buttigieg 2020 | Find Out Where to Vote Feb. 29 | Official Campaign WebsiteAd peteforamerica.com Find out where to vote for Pete Buttigieg on February 29th Join thousands of South Carolinians ready to turn the page on our broken politics.,political,Google
256,468,Pete Buttigieg 2020 | Vote for Pete February 29 | Official Campaign WebsiteAd peteforamerica.com It’s time to turn the page on the broken politics we've come to expect from Washington. Learn about our bold plans to unite the country around our shared values.,political,Google
257,469,Pete Buttigieg 2020 | Find Out Where to Vote Feb. 29 | Official Campaign WebsiteAd peteforamerica.com Will you join our movement to turn the page on our broken politics? Learn where to vote for Pete on February 29th.,political,Google
258,470,Pete Buttigieg 2020 | Find Out Where to Vote Feb. 29 | Official Campaign WebsiteAd peteforamerica.com Join thousands of South Carolinians ready to turn the page on our broken politics. Learn where to vote for Pete on February 29th.,political,Google
259,471,Pete Buttigieg 2020 | Vote for Pete February 29th | Official Campaign WebsiteAd peteforamerica.com It’s time to turn the page on the broken politics we've come to expect from Washington. Pete Buttigieg can defeat Donald Trump and unite this country.,political,Google
260,472,"Pete Buttigieg 2020 | Find Out Where to Vote Feb. 29 | Official Campaign WebsiteAd peteforamerica.com Confirm where to vote for Pete Buttigieg on Saturday, February 29th. It’s time to turn the page on the broken politics we've come to expect from Washington.",political,Google
261,474,"Pete Buttigieg 2020 | Vote for Pete on February 29th | Official Campaign WebsiteAd peteforamerica.com Still deciding who to vote for? Pete Buttigieg can turn the page on our broken politics. Read his plans to fix the economy, tackle climate change, and finally stop endless war.",political,Google
262,475,"Pete Buttigieg 2020 | Vote for Pete on February 29th | Read Pete's PlansAd peteforamerica.com Still deciding who to vote for? Pete Buttigieg believes it's time to turn the page. Read his plans to fix the economy, tackle climate change, and finally stop endless war.",political,Google
263,476,Pete Buttigieg 2020 | Vote for Pete February 29th | Official Campaign WebsiteAd peteforamerica.com It’s time to turn the page on the broken politics we've come to expect from Washington. Learn about our bold plans to unite the country around our shared values.,political,Google
264,478,Pete Buttigieg 2020 | Learn More | Official Campaign WebsiteAd peteforamerica.com I'm not just running for president to end the era of Donald Trump. I'm running to launch the era that must come next. Learn more about our vision.,political,Google
265,479,"Pete Buttigieg for President | Learn More | Official Campaign WebsiteAd peteforamerica.com It's time to turn the page on the broken politics we've come to expect from Washington. Learn about Pete Buttigieg, a war veteran, former mayor, and millennial candidate.",political,Google
266,480,Amy's Plan for our border | Better immigration policy | Fixing immigrationAd amymcgrath.com Politicians have used the immigration debate for political gain for too long Amy believes that humane immigration policy is an American value,political,Google
267,481,Make a plan to vote | Voting guide: Kentucky | COVID Safe VotingAd kentuckyvotes.com Early Voting is underway. Find out how to vote today. Everything you need to know about how to vote by November 3rd.,political,Google
268,482,How to vote in Kentucky | Vote Today | Vote safely in KentuckyAd kentuckyvotes.com It has never been more important to vote in Kentucky. It's also never been easier. Everything you need to know about how to vote by November 3rd.,political,Google
269,483,"Affordable and Accessible Care | Amy's plan for affordable care | Affordable Care for KentuckyAd amymcgrath.com Amy McGrath has a plan for getting you coverage you can rely on Amy McGrath: ""Health care is the cornerstone of a strong country""",political,Google
270,484,Amy McGrath: Keeping us safe | Rising to complex challenges | Our unique role in the worldAd amymcgrath.com Protecting America has been Amy's life's work Amy always has and always will look out for our country first,political,Google
271,485,A path for the middle class | Amy's plan to fund our schools | McGrath: Investing in our kidsAd amymcgrath.com Amy understands this issue deeply as a mom There's nothing more important than investing in education for our kids,political,Google
272,486,Amy McGrath can win | Amy McGrath: Winning Kentucky | 36 Years is Too LongAd amymcgrath.com This race is winnable—this November we can fire Mitch and make the Senate work again. Mitch McConnell is in the fight of his political life. Let's make sure he loses his job.,political,Google
273,487,"36 Years of Mitch is Enough | Amy is Pro-Kentucky | Amy Will Fight For UsAd amymcgrath.com In Mitch McConnell’s Washington, corruption is just business as usual. Red or blue jersey, Amy will fight for Kentuckians.",political,Google
274,488,"A fighter for Kentucky | Mom, Marine, Catholic | Amy McGrath can helpAd amymcgrath.com Amy will fight for access to maternal care. Amy is not for late term abortion.",political,Google
275,489,Amy Will Fight For Us | Amy is Pro-Kentucky | Peaceful Protest is a RightAd amymcgrath.com Amy fought for the right to peaceful protest Equality for all Plan,political,Google
276,490,"Mitch McConnell has no honor | McConnell has no moral compass | McGrath inspired by her faithAd amymcgrath.com To fix Washington, send in a Mom. Amy McGrath will be a leader who puts Kentucky first.",political,Google
277,491,"Amy is Ready to Lead | The Choice is Clear | It's Time to Send In a MarineAd amymcgrath.com Amy's entire life and career has prepared her for this moment. He's sabotaged our health care for over a decade, even in the middle of a pandemic.",political,Google
278,492,"Mitch McConnell has no honor | McConnell has no moral compass | McConnell has no principlesAd amymcgrath.com To fix Washington, send in a Marine. Amy McGrath will be a leader who puts Kentucky first.",political,Google
279,493,"We can Rebuild Kentucky | But Not With Mitch McConnell | Amy McGrath can helpAd amymcgrath.com We can rebuild after COVID, but we can't have leaders who leave us behind. Amy has a plan and a vision to help us recover from COVID-19.",political,Google
280,494,"36 Years of Mitch is Enough | We Can't Afford 6 More Years | Amy Will Fight For UsAd amymcgrath.com In Mitch McConnell’s Washington, corruption is just business as usual. This election is our chance to turn the page.",political,Google
281,495,"Vote by mail | Request your ballot | Deadline: October 9thAd vrsws.sos.ky.gov To vote by mail for the election this November, you have to request a ballot Let's end Mitch McConnell's stranglehold on Washington.",political,Google
282,496,Get Registered by October 5th | To Vote in November | You Can Register OnlineAd vrsws.sos.ky.gov It's never been more important to vote in Kentucky. And it's never been easier. Make sure your voice is heard. Make sure you're registered to vote.,political,Google
283,497,Get Registered by October 5th | To Vote in November | You Can Register OnlineAd vrsws.sos.ky.gov/register Are you registered to vote? It's never been easier. It's never been more important to vote in Kentucky.,political,Google
284,498,Amy Can Beat Mitch | Let's Move On From Mitch | 35 Years is EnoughAd amymcgrath.com/join-the-team Mitch McConnell has never faced an opponent as strong as Amy McGrath. We can end Mitch's corruption and obstruction.,political,Google
285,499,Amy v. Mitch in November | Polls Are Tight—We Can Win | Chip in NowAd secure.actblue.com/amymcgrath Mitch has dirty special-interest friends. Amy has this grassroots team. Donate now. We can end Mitch's 35 years of corruption and B.S. if we work together.,political,Google
286,500,"Amy McGrath for Senate | Amy Can Beat Mitch | Defeat Mitch, Defend DemocracyAd amymcgrath.com/join-the-team We can end Mitch's corruption, obstruction, and B.S. Let's beat Mitch and his dirty special-interest friends.",political,Google
287,501,"A Historic Challenge | Defeat Mitch, Defend Democracy | Over 1M Grassroots DonationsAd secure.actblue.com Chip in now to send new leadership to Washington.",political,Google
288,502,"KY Senate Nominee Fund | Before the FEC deadline | Help our nominee take on MitchAd secure.actblue.com Votes are still being counted, but we can't let our nominee fall behind while we wait. Whoever it is, the Democratic nominee will need help from the grassroots to defeat Mitch.",political,Google
289,504,"Fund the Dem taking on Mitch | The FEC deadline is coming up | KY Senate Nominee FundAd secure.actblue.com/kysen2020 Every dollar will go to the Democrat who will take on Mitch McConnell this fall. While we wait for results, we can't let the nominee fall badly behind in fundraising.",political,Google
290,506,Amy McGrath can win. | McGrath 41% - McConnell 40% | Polls show Amy beats MitchAd secure.actblue.com/mcgrath2020 Amy is our best chance to defeat McConnell—ever. Chip in today and let's make it happen. Mitch has never seen a challenge like this. Chip in to keep the momentum going.,political,Google
291,507,Amy McGrath can beat Mitch. | Amy needs our help to win. | Mitch is running scaredAd secure.actblue.com/mcgrath2020 Amy McGrath has support from all 120 counties in Kentucky. Chip in now. Polls show only one Democrat can defeat Mitch McConnell in November.,political,Google
292,508,McGrath can beat McConnell | McGrath 41% - McConnell 40% | Our best chance to beat Mitch.Ad amymcgrath.com/join-the-team Polls show Amy McGrath is the only Democrat who can beat Mitch McConnell. Join the team. McGrath has pulled even with Mitch in polls and fundraising.,political,Google
293,509,Amy McGrath can beat Mitch | Defend democracy—defeat Mitch. | Deny Mitch a seventh termAd amymcgrath.com/join-the-team Polls show only one Democrat can beat Mitch McConnell. Amy McGrath has closed the polling and fundraising gap with McConnell. She can beat him.,political,Google
294,510,Don't miss out on voting | Learn your options | Learn how to cast a ballotAd kentuckyvotes.com Make sure your voice counts. Find out how to do it.,political,Google
295,511,"Vote in the 6/23 primary | Learn your options | Make your voice heardAd kentuckyvotes.com Learn how to cast your ballot. Speak up, KY.",political,Google
296,512,Learn how to vote on 6/23 | The primary is coming up | Learn how to cast a ballotAd kentuckyvotes.com It's easy to make your voice heard. See your options.,political,Google
297,513,"Request Your Ballot Online | Get Started Now | Vote From Home, KentuckyAd kentuckyvotes.com The safest, easiest way to make your voice heard is to vote by mail. Request your ballot online, fill it out, mail it back by 6/23. It's that simple.",political,Google
298,514,How to Vote in June's Primary: | Request your ballot online | Fill It Out. Mail it by 6/23.Ad kentuckyvotes.com That's how simple it is to vote in the KY primary. Have you requested your ballot yet?,political,Google
299,515,Get Registered by May 26th | To Vote in the June Primary | You Can Register OnlineAd vrsws.sos.ky.gov/registertovote Previous generations have made huge sacrifices for the right to vote. Make sure your voice is heard. Make sure you're registered to vote.,political,Google
300,516,California AB-5 | Jeopardizes Driver Jobs | Protect Independent WorkAd yeson22.com CA Unemployment Is Rising: New Law Threatens To Shut Down App-Based Rideshare & Delivery. YES on 22 Saves Hundreds Of Thousands Of Jobs At Risk. Vote Yes To Save Independent Work.,political,Google
301,517,CA Assembly Bill 5 | Hurts App-Based Drivers | And Takes Away JobsAd yeson22.com Drastic New Legislation Will Eliminate Hundreds of Thousands of App-Based Jobs. Learn More By A 4-1 Margin California App-Based Drivers Prefer Independence. Vote YES on 22.,political,Google
302,518,California Dynamex Ruling | Jeopardizes Driver Jobs | Save Driver IndependenceAd yeson22.com Drastic New Legislation Will Eliminate Hundreds of Thousands of App-Based Jobs. Learn More YES on 22 Saves Hundreds Of Thousands Of Jobs At Risk. Vote Yes To Save Independent Work.,political,Google
303,519,California Dynamex Ruling | Could Hurt App-Based Drivers | Support Independent JobsAd yeson22.com By A 4-1 Margin California App-Based Drivers Prefer Independence. Vote YES on 22. CA Unemployment Is Rising: New Law Threatens To Shut Down App-Based Rideshare & Delivery.,political,Google
304,520,Rideshare Jobs & Services | Vote YES on 22 | Communities Depend On DriversAd yeson22.com Drastic New Legislation Will Eliminate Hundreds of Thousands of App-Based Jobs. Learn More YES on 22 Saves Hundreds Of Thousands Of Jobs At Risk. Vote Yes To Save Independent Work.,political,Google
305,522,Save Independent Contractors | Vote YES on Prop 22 | Drivers Prefer IndependenceAd yeson22.com YES on 22 Would Ensure Historic New Wage Guarantees & Benefits For App-Based Drivers. YES on 22 Saves Hundreds Of Thousands Of Jobs At Risk. Vote Yes To Save Independent Work.,political,Google
306,523,"YES on 22: Save Rideshare | Vote YES on 22 | Californians Depend On DriversAd yeson22.com Drastic New Legislation Will Eliminate Hundreds of Thousands of App-Based Jobs. Learn More YES on 22 Will Implement New Protections For Drivers, Passengers & All CA. Read More.",political,Google
307,524,"Save Rideshare Services | New Law Threatens Shutdown | Support Independent JobsAd yeson22.com CA Unemployment Is Rising: New Law Threatens To Shut Down App-Based Rideshare & Delivery. YES on 22 Will Implement New Protections For Drivers, Passengers & All CA. Read More.",political,Google
308,525,Vote YES on Prop 22 | Save Driver & Delivery Jobs | Californians Depend On DriversAd yeson22.com YES on 22 Saves Hundreds Of Thousands Of Jobs At Risk. Vote Yes To Save Independent Work. Drastic New Legislation Will Eliminate Hundreds of Thousands of App-Based Jobs. Learn More,political,Google
309,526,"Vote YES on 22 | Save App-Based Jobs | New Law Threatens ShutdownAd yeson22.com Drastic New Legislation Will Eliminate Hundreds of Thousands of App-Based Jobs. Learn More YES on 22 Will Implement New Protections For Drivers, Passengers & All CA. Read More.",political,Google
310,527,Vote YES on Prop 22 | Save Independent Jobs | Californians Depend On DriversAd yeson22.com YES on 22 Would Ensure Historic New Wage Guarantees & Benefits For App-Based Drivers. CA Unemployment Is Rising: New Law Threatens To Shut Down App-Based Rideshare & Delivery.,political,Google
311,528,"Save Rideshare & Delivery Jobs | Vote YES on 22 | Californians Depend On DriversAd yeson22.com Drastic New Legislation Will Eliminate Hundreds of Thousands of App-Based Jobs. Learn More YES on 22 Will Implement New Protections For Drivers, Passengers & All CA. Read More.",political,Google
312,529,"CA Freelance Worker Prop | Vote YES on 22 | Support Independent JobsAd yeson22.com CA Unemployment Is Rising: New Law Threatens To Shut Down App-Based Rideshare & Delivery. YES on 22 Will Implement New Protections For Drivers, Passengers & All CA. Read More.",political,Google
313,530,CA Freelance Worker Prop | Vote YES on 22 | Protect App-Based JobsAd yeson22.com Drastic New Legislation Will Eliminate Hundreds of Thousands of App-Based Jobs. Learn More YES on 22 Saves Hundreds Of Thousands Of Jobs At Risk. Vote Yes To Save Independent Work.,political,Google
314,531,"Independent Contractor Prop | Vote YES on Prop 22 | Save Independent JobsAd yeson22.com Drastic New Legislation Will Eliminate Hundreds of Thousands of App-Based Jobs. Learn More YES on 22 Will Implement New Protections For Drivers, Passengers & All CA. Read More.",political,Google
315,532,Save Driver & Delivery Jobs | Vote YES on 22 | Californians Depend On DriversAd yeson22.com YES on 22 Would Ensure Historic New Wage Guarantees & Benefits For App-Based Drivers. CA Unemployment Is Rising: New Law Threatens To Shut Down App-Based Rideshare & Delivery.,political,Google
316,535,CA Freelance Worker Prop | Save Independent Jobs | Vote YES on 22Ad yeson22.com By A 4-1 Margin California App-Based Drivers Prefer Independence. Vote YES on 22. YES on 22 Saves Hundreds Of Thousands Of Jobs At Risk. Vote Yes To Save Independent Work.,political,Google
317,536,"Save App-Based Jobs & Services | New Law Threatens Shutdown | Californians Depend On DriversAd yeson22.com Support YES on 22: Saves Hundreds Of Thousands Of App-Based Jobs At Risk. YES on 22 Will Implement New Protections For Drivers, Passengers & All CA. Read More.",political,Google
318,538,CA Rideshare Prop | Vote YES on 22: Save Rideshare | New Law Threatens ShutdownAd yeson22.com YES On 22 Saves Hundreds Of Thousands Of App-Based Jobs At Risk. YES on 22 Would Ensure Historic New Wage Guarantees & Benefits For App-Based Drivers.,political,Google
319,540,Save Independent Contractors | Vote YES on Prop 22 | Support Independent JobsAd yeson22.com By A 4-1 Margin California App-Based Drivers Prefer Independence. Vote YES on 22. CA Unemployment Is Rising: New Law Threatens To Shut Down App-Based Rideshare & Delivery.,political,Google
320,542,"Save Rideshare Services | New Law Threatens Shutdown | Support Independent JobsAd yeson22.com CA Unemployment Is Rising: New Law Threatens To Shut Down App-Based Rideshare & Delivery. Proposition 22 Will Implement New Protections For Drivers, Passengers & All CA. Read More.",political,Google
321,543,"Vote Yes On Prop 22 Nov. 2020 | Save App-Based Jobs | New Law Threatens ShutdownAd yeson22.com Drastic New Legislation Will Eliminate Hundreds of Thousands of App-Based Jobs. Learn More Proposition 22 Will Implement New Protections For Drivers, Passengers & All CA.",political,Google
322,544,Vote Yes On Proposition 22 | Save Independent Jobs | Californians Depend On DriversAd yeson22.com CA Unemployment Is Rising: New Law Threatens To Shut Down App-Based Rideshare & Delivery. Prop 22 Saves Hundreds Of Thousands Of Jobs At Risk. Vote Yes To Save Independent Work.,political,Google
323,545,"Save Rideshare & Delivery Jobs | Vote Yes On Prop 22 | Californians Depend On DriversAd yeson22.com Drastic New Legislation Will Eliminate Hundreds of Thousands of App-Based Jobs. Learn More Proposition 22 Will Implement New Protections For Drivers, Passengers & All CA.",political,Google
324,546,"CA Freelance Worker Prop | Vote Yes On Prop 22 | Support Independent JobsAd yeson22.com CA Unemployment Is Rising: New Law Threatens To Shut Down App-Based Rideshare & Delivery. Proposition 22 Will Implement New Protections For Drivers, Passengers & All CA. Read More.",political,Google
325,547,Save Driver & Delivery Jobs | Vote Yes On Prop 22 | Californians Depend On DriversAd yeson22.com CA Unemployment Is Rising: New Law Threatens To Shut Down App-Based Rideshare & Delivery. Prop 22 Would Ensure Historic New Wage Guarantees & Benefits For App-Based Drivers.,political,Google
326,548,Support Prop 22 | Save Driver & Delivery Jobs | Californians Depend On DriversAd yeson22.com CA Unemployment Is Rising: New Law Threatens To Shut Down App-Based Rideshare & Delivery. Prop 22 Saves Hundreds Of Thousands Of Jobs At Risk. Vote Yes To Save Independent Work.,political,Google
327,549,"Independent Contractor Prop | Vote Yes On Proposition 22 | Protect App-Based JobsAd yeson22.com Drastic New Legislation Will Eliminate Hundreds of Thousands of App-Based Jobs. Learn More Proposition 22 Will Implement New Protections For Drivers, Passengers & All CA. Read More.",political,Google
328,550,"California AB-5 | Jeopardizes Driver Jobs | Protect Independent WorkAd yeson22.com CA Unemployment Is Rising: New Law Threatens To Shut Down App-Based Rideshare & Delivery. Proposition 22 Will Implement New Protections For Drivers, Passengers & All CA. Read More.",political,Google
329,551,"Jon Ossoff for Senate | Fighting Corruption Is His JobAd electjon.com Jon Ossoff leads a business that investigates corruption for news organizations worldwide. He's refusing corporate PAC donations, and he'll fight the corruption in Washington.",political,Google
330,552,Jon Ossoff for Senate | Make Health Care AffordableAd electjon.com He'll take on insurance and drug companies to stop their price gouging. And Jon will protect coverage for people with pre-existing conditions.,political,Google
331,553,"Jon Ossoff for Senate | Create Clean Energy JobsAd electjon.com Let's launch a historic infrastructure and clean energy program. It will create jobs, fight climate change, and protect our planet for future generations.",political,Google
332,556,"Jon Ossoff for Senate | A Plan To Control The VirusAd electjon.com Listen to medical experts. Create a national testing strategy. Stop politicizing masks. Together, we can defeat this virus and rebuild our economy. Learn more.",political,Google
333,558,Jon Ossoff for Senate | A Plan To Rebuild Our EconomyAd electjon.com Stronger support for small businesses. Lower taxes for working families. And a historic infrastructure and clean energy program to create jobs. Learn more.,political,Google
334,559,Jon Ossoff for Senate | Make College 100% Debt FreeAd electjon.com Every Georgian should have access to a great education and be able to afford college. Jon Osssoff will fight to make public colleges 100% debt free.,political,Google
335,560,Vote For Jaime Harrison | Vote Today | Find Your Polling PlaceAd votebluesc.com Today Is Election Day! It's Time To Head To The Polls And Cast Your Ballot. Click Here To Find Your Vote Location And Make A Plan To Vote For Jaime Harrison.,political,Google
336,561,"Vote For Jaime Harrison | Click Here | Find Your Polling PlaceAd votebluesc.com Whether You Are Voting For The First Time Or Are A Voting Veteran, Today Is Election Day! Click Here To Find Your Vote Location And Make A Plan To Vote For Jaime Harrison.",political,Google
337,563,Jaime Harrison For US Senate | Urgent Donation NeededAd secure.actblue.com Donate $5 to elect Democrat Jaime Harrison to the U.S. Senate.,political,Google
338,564,Jaime Harrison For US Senate | Donate $5 TodayAd secure.actblue.com Donate $5 to help elect Jaime Harrison to the U.S. Senate in South Carolina.,political,Google
339,565,Donate to Jaime Harrison | Add Your Donation Now | Democrat For South CarolinaAd secure.actblue.com Jaime Harrison is our best chance to defeat Lindsey Graham in SC. Chip in $5. Half of South Carolina wants to beat Lindsey Graham. Agree? Donate $5 today.,political,Google
340,567,Donate to Jaime Harrison | Donate To Join His Team | Democrat For South CarolinaAd secure.actblue.com Jaime Harrison is our best chance to defeat Lindsey Graham in SC. Chip in $5. Half of South Carolina wants to beat Lindsey Graham. Agree? Donate $5 today.,political,Google
341,568,Jaime Harrison For US Senate | Add Your Donation NowAd secure.actblue.com Donate $5 to elect Democrat Jaime Harrison to the U.S. Senate.,political,Google
342,569,Donate To Dem Jaime Harrison | Donate $5 TodayAd secure.actblue.com South Carolina deserves better than Lindsey Graham. Agree? Donate $5 today.,political,Google
343,573,Democrat For South Carolina | Make An Official Donation | Add Your Donation NowAd secure.actblue.com Donate $5 to elect Democrat Jaime Harrison to the U.S. Senate. Jaime Harrison is our best chance to defeat Lindsey Graham in SC. Chip in $5.,political,Google
344,574,Jaime Harrison For US Senate | Donate To Join His TeamAd secure.actblue.com Donate $5 to elect Democrat Jaime Harrison to the U.S. Senate.,political,Google
345,576,Jaime Harrison | Make An Official DonationAd secure.actblue.com Donate $5 to elect Democrat Jaime Harrison to the U.S. Senate.,political,Google
346,579,Democrat For South Carolina | Donate To Jaime HarrisonAd secure.actblue.com Donate $5 to elect Democrat Jaime Harrison to the U.S. Senate.,political,Google
347,588,Donate $5 To Jaime Harrison | Flip The Senate BlueAd secure.actblue.com Donate now to elect Democrat Jaime Harrison and flip the Senate Blue.,political,Google
348,595,"Today Is Election Day | Democrats Are Counting On You | Know Your Voting RightsAd iwillvote.com Find out how and where you can vote today. If you have questions, call our Election Protection hotline.",political,Google
349,597,"Vote Today, Arizona | If We All Vote, Trump Loses | Confirm Your Polling PlaceAd iwillvote.com Find out how and where you can vote today. If you have questions, call our Election Protection hotline.",political,Google
350,599,"Today Is The Last Day To Vote | If We All Vote, Trump Loses | Know Your Voting RightsAd iwillvote.com Know your voting rights. If you’re in line when the polls close, you can still vote. If you have questions, call our Election Protection hotline.",political,Google
351,600,"Today Is The Last Day To Vote | If We All Vote, Trump Loses | Confirm Your Polling PlaceAd iwillvote.com Find out how and where you can vote today. If you have questions, call our Election Protection hotline.",political,Google
352,602,"Vote Today, Maine | If We All Vote, Trump Loses | Confirm Your Polling PlaceAd iwillvote.com Find out how and where you can vote today. If you have questions, call our Election Protection hotline.",political,Google
353,604,"Vote Today, North Carolina | If We All Vote, Trump Loses | Confirm Your Polling PlaceAd iwillvote.com Find out how and where you can vote today. If you have questions, call our Election Protection hotline.",political,Google
354,605,"Vote Today, North Carolina | If We All Vote, Trump Loses | Know Your Voting RightsAd iwillvote.com Know your voting rights. If you’re in line when the polls close, you can still vote. If you have questions, call our Election Protection hotline.",political,Google
355,606,"Vote Today, Maine | If We All Vote, Trump Loses | Know Your Voting RightsAd iwillvote.com Know your voting rights. If you’re in line when the polls close, you can still vote. If you have questions, call our Election Protection hotline.",political,Google
356,609,"Last Chance To Vote | Democrats Are Counting On You | Know Your Voting RightsAd iwillvote.com Find out how and where you can vote today. If you have questions, call our Election Protection hotline.",political,Google
357,611,"Democrats Are Counting On You | Make A Plan To Vote, Maine | Know Your Voting RightsAd iwillvote.com Know your voting rights. If you’re in line when the polls close, you can still vote. If you have questions, call our Election Protection hotline.",political,Google
358,612,"Vote Blue Today, 11/3 | If We All Vote, Trump Loses | Know Your Voting RightsAd iwillvote.com Find out how and where you can vote today. If you have questions, call our Election Protection hotline.",political,Google
359,615,"Vota azul hoy, 3 de nov. | Si todos votamos, Trump pierde | Conoce tus derechos de votanteAd iwillvote.com Descubre cómo y dónde puedes votar. Si tienes preguntas, llama a nuestra Línea de Protección del Votante.",political,Google
360,616,"Las elecciones son hoy | Los demócratas te necesitan | Conoce tus derechos de votanteAd iwillvote.com Descubre cómo y dónde puedes votar. Si tienes preguntas, llama a nuestra Línea de Protección del Votante.",political,Google
361,617,"Último día para votar es hoy | Si todos votamos, Trump pierde | Confirma tu centro de votaciónAd iwillvote.com Descubre cómo y dónde puedes votar. Si tienes preguntas, llama a nuestra Línea de Protección del Votante.",political,Google
362,620,"Vota hoy, Arizona | Si todos votamos, Trump pierde | Confirma tu centro de votaciónAd iwillvote.com Descubre cómo y dónde puedes votar. Si tienes preguntas, llama a nuestra Línea de Protección del Votante.",political,Google
363,623,"Última oportunidad para votar | Los demócratas te necesitan | Conoce tus derechos de votanteAd iwillvote.com Descubre cómo y dónde puedes votar. Si tienes preguntas, llama a nuestra Línea de Protección del Votante.",political,Google
364,625,"Vota hoy, Carolina del N | Si todos votamos, Trump pierde | Confirma tu centro de votaciónAd iwillvote.com Descubre cómo y dónde puedes votar. Si tienes preguntas, llama a nuestra Línea de Protección del Votante.",political,Google
365,626,"Arizona Voting Information | If We All Vote, Trump Loses | Make A Plan To VoteAd iwillvote.com Find out how and where you can vote. Get the facts and make a plan. If you have questions, call our Election Protection hotline.",political,Google
